,ID,var_2,var_276,var_325,var_278,var_275,var_280,var_327,var_63,var_369,var_1,var_279,var_340,var_339,var_165,var_177,var_172,var_168,var_114,var_47,var_105,var_194,Target,var_2_normalizada
657,2585,26,0,0,0,0,0,0,1,78970.14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.21649484536082475
658,2587,31,6,6,6,0,6,18,1,195530.7,2,0,0.0,0.0,31.92,0.0,0.0,0.0,0,0,0,1,0,0.26804123711340205
659,2592,23,0,0,0,0,0,0,1,82636.65,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
660,2598,23,0,0,0,0,0,0,1,55897.29,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
661,2604,41,0,3,0,0,0,3,1,72767.37,2,0,0.0,0.0,4.5,0.0,0.0,0.0,0,0,0,3,1,0.3711340206185567
662,2607,42,0,3,12,12,12,36,1,74053.44,2,3,0.0,0.0,0.0,0.0,30000.0,0.0,0,0,3,2,0,0.38144329896907214
663,2612,23,0,0,0,0,0,0,1,23894.97,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
664,2621,32,3,6,3,0,3,9,1,56233.71,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.27835051546391754
665,2624,59,0,0,0,0,0,0,1,74783.73,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.5567010309278351
666,2625,23,0,0,0,0,0,0,1,48145.44,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
667,2627,50,3,0,6,3,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.4639175257731959
668,2633,46,0,0,6,6,0,0,1,60712.02,2,0,0.0,0.0,919.86,0.0,0.0,0.0,0,0,0,1,0,0.422680412371134
669,2634,39,3,18,9,3,9,27,1,134977.35,2,3,0.0,0.0,161.4,0.0,0.0,0.0,0,0,0,3,0,0.35051546391752575
670,2638,39,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,1,0.35051546391752575
671,2646,24,0,0,0,0,0,0,1,125650.65,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
672,2650,38,6,0,18,9,21,66,1,117310.979016494,2,6,0.0,0.0,5692.74,0.0,0.0,0.0,0,0,0,1,0,0.3402061855670103
673,2654,49,0,0,18,9,3,9,1,107323.17,2,6,164516.13,164516.13,0.0,300000.0,0.0,300000.0,3,0,0,1,0,0.4536082474226804
674,2660,36,3,21,9,6,27,81,1,129096.18,2,3,0.0,0.0,391.47,0.0,0.0,0.0,0,0,0,1,0,0.31958762886597936
675,2661,27,0,0,0,0,0,0,1,47190.45,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.2268041237113402
676,2668,33,0,0,0,0,0,0,1,76526.7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.28865979381443296
677,2674,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
678,2676,33,0,0,0,0,0,0,1,94708.05,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.28865979381443296
679,2677,57,9,9,12,3,6,24,1,124288.8,2,3,0.0,0.0,878.28,0.0,30621.0,0.0,0,0,3,2,0,0.5360824742268041
680,2680,41,0,0,0,0,0,0,1,55031.25,2,0,0.0,0.0,158.43,0.0,0.0,0.0,0,0,0,1,1,0.3711340206185567
681,2681,39,0,6,3,3,6,24,1,104128.08,2,0,0.0,0.0,25.17,0.0,0.0,0.0,0,0,0,1,0,0.35051546391752575
682,2686,47,0,3,0,0,0,6,1,39195.66,2,0,0.0,0.0,6.06,0.0,0.0,0.0,0,0,0,1,0,0.4329896907216495
683,2690,44,6,9,6,0,9,33,1,80680.5,2,0,0.0,0.0,498.87,0.0,0.0,0.0,0,0,0,1,0,0.4020618556701031
684,2691,23,3,3,3,0,0,3,1,63715.77,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
685,2692,23,0,0,0,0,0,0,1,64657.5,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
686,2695,65,0,0,6,3,6,24,1,181016.07,2,0,0.0,0.0,960.0,0.0,0.0,0.0,0,0,0,2,0,0.6185567010309279
687,2698,28,0,3,0,0,6,21,1,47909.43,2,0,0.0,0.0,953.94,0.0,0.0,0.0,0,0,0,1,0,0.23711340206185566
688,2699,25,0,0,0,0,0,0,1,49322.07,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
689,2703,42,6,6,30,9,3,15,1,106347.03,2,9,0.0,0.0,10.74,0.0,0.0,0.0,0,0,0,1,0,0.38144329896907214
690,2706,62,0,0,0,0,0,0,1,277858.29,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,1,0.5876288659793815
691,2708,24,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
692,2709,23,0,0,3,0,0,6,1,113097.03,2,0,0.0,0.0,90.75,0.0,0.0,0.0,0,0,0,1,0,0.18556701030927836
693,2711,23,0,0,0,0,0,0,1,117808.59,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
694,2714,33,3,0,6,3,0,0,1,55652.94,2,0,0.0,0.0,541.8,0.0,0.0,0.0,0,0,0,1,0,0.28865979381443296
695,2718,24,0,6,0,0,0,6,1,47529.66,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
696,2725,31,6,15,9,3,33,102,1,117310.979016494,2,3,0.0,0.0,466.26,0.0,0.0,0.0,0,0,0,1,0,0.26804123711340205
697,2732,36,0,3,6,6,3,9,1,77249.46,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,1,0,0.31958762886597936
698,2734,24,0,3,3,3,0,3,1,81207.48,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
699,2738,38,9,21,9,0,9,27,1,95488.83,2,3,0.0,0.0,0.0,0.0,38164.14,0.0,0,0,3,3,0,0.3402061855670103
700,2742,40,3,15,3,0,3,15,1,91605.69,2,0,197754.69,291953.4,0.0,291965.88,0.0,291965.88,3,0,0,1,0,0.36082474226804123
701,2743,37,6,0,30,18,18,60,1,64949.16,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0.32989690721649484
702,2748,34,0,0,0,0,0,0,1,87540.93,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.29896907216494845
703,2750,41,12,27,21,0,39,117,1,167455.53,2,6,44.25,44.25,11400.0,0.0,0.0,105.45,0,0,0,1,0,0.3711340206185567
704,2753,25,0,0,0,0,0,0,1,234549.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.20618556701030927
705,2754,23,3,0,3,0,0,0,1,114039.36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
706,2755,26,0,0,6,6,0,6,1,87850.89,2,0,0.0,0.0,56.7,0.0,0.0,0.0,0,0,0,1,0,0.21649484536082475
707,2757,28,0,0,0,0,0,0,1,103478.67,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.23711340206185566
708,2758,36,0,18,0,0,9,30,1,74363.07,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.31958762886597936
709,2761,26,0,0,0,0,0,0,1,109074.78,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.21649484536082475
710,2762,23,0,3,0,0,0,3,1,134425.32,2,0,0.0,0.0,150.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
711,2765,26,0,0,0,0,0,0,1,185240.58,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.21649484536082475
712,2768,35,3,6,3,0,12,39,1,117310.979016494,2,0,0.0,0.0,282.03,0.0,0.0,0.0,0,0,0,1,0,0.30927835051546393
713,2775,25,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
714,2778,39,0,0,9,6,3,12,1,63455.1,2,3,0.0,0.0,132.09,0.0,0.0,0.0,0,0,0,2,0,0.35051546391752575
715,2780,22,0,0,3,3,0,0,1,173015.88,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,0,0,0.17525773195876287
716,2785,49,0,36,0,0,12,36,1,109412.07,2,0,203741.79,300442.71,0.0,300819.9,0.0,300819.9,3,0,0,3,0,0.4536082474226804
717,2787,25,0,0,0,0,0,0,1,74264.13,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
718,2792,23,0,0,0,0,0,0,1,55783.23,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
719,2797,33,3,0,6,3,3,15,1,83367.3,2,0,0.0,0.0,1671.0,0.0,0.0,0.0,0,0,0,1,0,0.28865979381443296
720,2799,23,0,0,0,0,0,0,1,72549.84,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,2,0,0.18556701030927836
721,2800,34,0,0,9,9,6,24,1,258941.73,2,3,0.0,0.0,4545.45,0.0,0.0,0.0,0,0,0,1,0,0.29896907216494845
722,2802,23,0,0,0,0,0,0,1,78006.51,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
723,2810,23,0,3,0,0,0,3,1,94674.0,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
724,2811,24,0,0,0,0,0,0,1,173890.08,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
725,2828,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
726,2834,23,0,0,0,0,0,0,1,71462.61,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
727,2835,33,6,6,15,9,9,27,0,76447.77,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.28865979381443296
728,2837,23,0,0,3,3,6,18,1,52080.27,2,0,0.0,0.0,5346.75,0.0,0.0,0.0,0,0,0,1,0,0.18556701030927836
729,2840,47,3,3,6,3,9,30,1,117310.979016494,5,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,2,1,0.4329896907216495
730,2841,41,3,3,3,0,0,3,1,114712.56,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.3711340206185567
731,2842,23,3,3,12,9,15,51,1,104411.13,2,3,0.0,0.0,24.33,0.0,0.0,0.0,0,0,0,1,0,0.18556701030927836
732,2847,61,3,9,3,0,6,18,1,194186.07,2,0,0.0,0.0,0.0,0.0,120000.0,0.0,0,0,3,2,0,0.5773195876288659
733,2848,30,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.25773195876288657
734,2854,39,0,3,6,3,9,33,1,56553.36,2,0,0.0,0.0,1953.03,0.0,0.0,0.0,0,0,0,1,0,0.35051546391752575
735,2855,23,3,3,3,0,0,3,1,81254.73,2,0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
736,2857,48,18,30,18,0,15,51,1,86410.2,2,6,20246.01,25244.91,360.0,25256.34,0.0,25256.34,3,0,0,2,0,0.44329896907216493
737,2870,47,0,0,6,6,6,18,1,117310.979016494,2,0,0.0,0.0,15.0,0.0,66000.0,0.0,0,0,3,2,0,0.4329896907216495
738,2879,52,0,0,9,6,3,9,0,104656.32,121,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.4845360824742268
739,2884,41,0,0,0,0,3,9,1,100445.64,2,0,0.0,0.0,0.0,0.0,450000.0,0.0,0,0,3,2,0,0.3711340206185567
740,2895,32,0,0,0,0,0,0,1,91361.85,2,0,0.0,0.0,5.25,0.0,0.0,0.0,0,0,0,2,0,0.27835051546391754
741,2896,23,0,0,0,0,0,0,1,125805.15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
742,2900,23,0,0,0,0,0,0,1,118013.19,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
743,2911,53,0,12,12,9,9,27,1,42114.6,2,3,0.0,0.0,15.0,0.0,150000.0,0.0,0,0,3,2,0,0.4948453608247423
744,2912,24,0,0,3,0,0,0,1,88696.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
745,2916,23,0,0,0,0,0,6,1,127593.36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
746,2923,22,0,0,0,0,0,0,1,90272.34,2,0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0.17525773195876287
747,2931,50,3,6,3,0,0,6,1,117310.979016494,2,0,0.0,0.0,1800.0,0.0,0.0,0.0,0,0,0,99,0,0.4639175257731959
748,2932,46,0,6,6,6,6,24,1,116153.16,2,0,0.0,0.0,300.0,0.0,0.0,0.0,0,0,0,99,0,0.422680412371134
749,2933,39,3,0,12,9,0,0,1,117310.979016494,2,3,0.0,0.0,16.08,0.0,360000.0,0.0,0,0,3,2,0,0.35051546391752575
750,2935,24,6,6,6,0,0,6,1,109951.05,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
751,2942,34,0,3,3,3,6,21,1,47072.4,2,0,0.0,0.0,32.79,0.0,0.0,0.0,0,0,0,1,0,0.29896907216494845
752,2945,25,0,3,3,3,0,6,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
753,2946,24,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
754,2947,35,0,3,0,0,0,3,1,154735.86,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.30927835051546393
755,2948,53,0,3,0,0,0,3,1,44711.7,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.4948453608247423
756,2956,23,0,3,0,0,0,3,1,68032.17,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
757,2958,30,0,0,0,0,0,0,1,63243.39,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.25773195876288657
758,2962,28,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.23711340206185566
759,2977,32,6,6,21,12,9,30,1,33202.23,2,6,0.0,0.0,1109.88,0.0,0.0,0.0,0,0,0,1,0,0.27835051546391754
760,2978,23,0,6,0,0,3,9,1,55157.04,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,2,0,0.18556701030927836
761,2981,29,0,0,0,0,0,0,1,382460.61,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
762,2987,68,0,0,0,0,0,0,1,80327.4,2,0,0.0,0.0,0.0,0.0,450000.0,0.0,0,0,3,3,0,0.6494845360824743
763,2993,11,0,0,0,0,0,0,1,244079.43,2,0,40252.74,52505.07,0.0,0.0,0.0,52511.46,0,1,0,2,0,0.061855670103092786
764,2998,24,6,0,9,3,9,33,1,80862.51,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
765,2999,32,0,6,9,6,3,9,1,74294.76,2,3,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.27835051546391754
766,3004,36,0,0,0,0,0,0,1,78674.19,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.31958762886597936
767,3006,23,3,0,3,0,0,0,1,90455.91,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
768,3013,44,0,0,0,0,0,0,1,58645.71,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.4020618556701031
769,3016,23,0,0,0,0,0,0,1,177109.77,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
770,3018,26,0,3,0,0,0,3,1,101892.69,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.21649484536082475
771,3026,26,0,0,6,3,0,6,1,44619.69,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,99,0,0.21649484536082475
772,3038,23,0,3,0,0,0,6,1,154154.31,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
773,3040,23,0,0,0,0,0,0,1,53478.57,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,2,0,0.18556701030927836
774,3042,23,3,0,3,0,0,0,1,137606.4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
775,3045,34,3,0,3,0,0,3,1,78730.68,2,0,0.0,0.0,15.0,0.0,0.0,0.0,0,0,0,3,0,0.29896907216494845
776,3049,23,0,0,0,0,0,0,1,52493.94,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
777,3052,45,0,0,6,3,0,0,1,258644.1,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,1,0,0.41237113402061853
778,3071,23,0,0,0,0,0,0,1,84649.14,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
779,3075,48,3,0,12,6,15,51,1,59684.79,2,3,97800.0,97800.0,6.0,150000.0,0.0,150000.0,3,0,0,1,0,0.44329896907216493
780,3077,23,0,0,0,0,0,6,1,76715.31,2,0,0.0,0.0,90.75,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
781,3082,52,15,75,15,0,90,270,1,68397.03,5,3,0.0,0.0,1069.29,0.0,0.0,0.0,0,0,0,1,0,0.4845360824742268
782,3086,25,0,0,0,0,0,0,1,116732.88,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.20618556701030927
783,3087,26,0,0,0,0,0,0,1,149524.29,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.21649484536082475
784,3088,23,0,6,0,0,3,15,1,67376.4,2,0,0.0,0.0,184.17,0.0,0.0,0.0,0,0,0,2,0,0.18556701030927836
785,3091,23,0,0,0,0,0,0,1,221697.39,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
786,3092,26,0,0,0,0,0,3,1,42566.04,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.21649484536082475
787,3095,36,0,0,0,0,0,0,1,870325.47,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.31958762886597936
788,3097,39,3,12,3,0,3,15,1,57511.62,2,0,0.0,0.0,150.0,0.0,0.0,0.0,0,0,0,3,0,0.35051546391752575
789,3107,23,0,0,0,0,0,0,1,31639.89,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
790,3108,26,0,0,3,3,0,0,1,166414.83,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,99,0,0.21649484536082475
791,3112,32,0,0,0,0,0,0,1,161152.05,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.27835051546391754
792,3117,24,0,3,0,0,0,3,1,48557.34,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
793,3118,23,0,0,0,0,0,0,1,86819.34,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
794,3121,51,0,3,0,0,0,3,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.4742268041237113
795,3126,55,0,3,0,0,0,3,1,67213.08,2,0,0.0,0.0,1806.0,0.0,0.0,0.0,0,0,0,3,0,0.5154639175257731
796,3131,23,0,15,3,0,6,21,1,124526.67,2,0,0.0,0.0,0.03,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
797,3137,26,0,0,0,0,0,0,1,294323.55,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.21649484536082475
798,3142,29,0,6,0,0,0,6,1,60333.09,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
799,3145,23,0,3,0,0,3,15,1,77816.91,2,0,0.0,0.0,262.53,0.0,0.0,0.0,0,0,0,1,0,0.18556701030927836
800,3147,32,0,0,6,3,3,12,1,37630.47,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,1,0,0.27835051546391754
801,3160,32,0,0,0,0,0,0,1,33180.45,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.27835051546391754
802,3165,31,0,0,0,0,0,0,1,62081.79,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.26804123711340205
803,3170,29,0,0,0,0,0,0,1,47579.28,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
804,3174,35,0,3,0,0,12,39,1,108358.29,2,0,0.0,0.0,2217.33,0.0,0.0,0.0,0,0,0,1,0,0.30927835051546393
805,3180,36,0,6,0,0,0,6,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.31958762886597936
806,3184,24,0,0,0,0,0,0,1,110708.52,2,0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
807,3187,37,0,0,0,0,0,0,1,83736.63,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.32989690721649484
808,3196,23,0,0,0,0,0,0,1,57691.47,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
809,3199,40,0,0,0,0,0,0,1,117310.979016494,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.36082474226804123
810,3202,25,0,0,0,0,0,0,1,68230.26,2,0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
811,3203,35,0,0,0,0,0,0,1,1143609.15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.30927835051546393
812,3205,31,3,3,3,0,6,18,1,117310.979016494,2,0,0.0,0.0,1419.0,0.0,0.0,0.0,0,0,0,1,0,0.26804123711340205
813,3209,38,0,48,0,0,36,108,1,62317.17,2,0,0.0,0.0,1343.28,0.0,0.0,0.0,0,0,0,1,0,0.3402061855670103
814,3213,42,0,3,3,3,3,9,1,223542.78,2,0,0.0,0.0,1309.95,0.0,0.0,0.0,0,0,0,1,0,0.38144329896907214
815,3221,23,0,6,0,0,0,6,1,135514.17,2,0,0.0,0.0,240.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
816,3225,23,0,0,0,0,0,0,1,128219.61,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
817,3226,48,0,0,0,0,0,0,1,95927.01,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.44329896907216493
818,3228,55,3,0,12,9,30,93,1,133592.1,2,3,0.0,0.0,39904.56,0.0,0.0,0.0,0,0,0,1,0,0.5154639175257731
819,3236,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
820,3237,27,0,0,0,0,0,0,1,62037.24,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.2268041237113402
821,3238,23,3,9,3,0,9,27,1,72032.79,2,0,0.0,0.0,3914.19,0.0,0.0,0.0,0,0,0,1,0,0.18556701030927836
822,3240,48,0,0,6,3,0,3,1,51160.56,2,0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,1,0,0.44329896907216493
823,3247,23,0,0,0,0,0,0,1,79937.67,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
824,3251,43,0,3,6,3,6,24,1,66786.84,2,0,0.0,0.0,0.72,0.0,0.0,0.0,0,0,0,1,0,0.3917525773195876
825,3261,47,0,0,0,0,0,0,1,200311.14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.4329896907216495
826,3262,61,0,0,0,0,0,0,1,332343.57,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.5773195876288659
827,3269,24,0,0,0,0,0,0,1,38837.22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
828,3279,24,0,0,0,0,0,0,1,141645.78,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
829,3281,23,0,0,0,0,0,0,1,79891.74,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
830,3283,22,0,0,0,0,0,0,1,150842.07,2,0,0.0,0.0,123.0,0.0,0.0,0.0,0,0,0,2,0,0.17525773195876287
831,3285,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
832,3286,29,0,0,0,0,0,0,1,46491.15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
833,3290,44,0,0,3,3,0,6,1,118285.35,2,0,0.0,0.0,155303.4,0.0,0.0,0.0,3,0,0,2,0,0.4020618556701031
834,3297,23,0,0,0,0,0,0,1,101983.62,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
835,3300,59,0,0,0,0,0,3,1,147307.86,2,0,0.0,0.0,3480.0,0.0,0.0,0.0,0,0,0,1,0,0.5567010309278351
836,3305,48,0,0,0,0,0,0,1,151584.21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.44329896907216493
837,3314,23,12,6,12,0,0,6,1,100545.96,2,3,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
838,3319,23,0,0,0,0,0,0,1,106086.3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
839,3323,23,0,0,0,0,0,3,1,40542.24,2,0,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
840,3333,23,0,0,0,0,0,3,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
841,3338,43,3,21,6,3,21,66,1,80046.12,2,0,0.0,0.0,71.91,0.0,0.0,0.0,0,0,0,99,0,0.3917525773195876
842,3342,28,0,15,0,0,21,66,1,123571.05,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,1,0,0.23711340206185566
843,3343,23,0,0,0,0,0,0,1,116363.67,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
844,3346,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
845,3347,30,12,6,36,24,9,30,1,288053.31,2,12,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,3,0,0.25773195876288657
